P 550, -150, 70, 102, 255, 102, 2, Fourth_Floor
P 550, -125, 50, 0, 204, 0, 2, Third_Floor
P 550, -100, 26, 0, 204, 204, 2, Second_Floor
P 550, -75, 0, 0, 0, 0, 2, First_Floor_(Ground)
P 550, -50, -21, 178, 102, 255, 2, Basement
P 550, -25, -43, 102, 0, 204, 2, Sub_Basement
L 323.0, -14.0, -13.0, 324.0, -14.0, -13.0, 178, 102, 255
L 319.0, -14.0, -13.0, 323.0, -14.0, -13.0, 178, 102, 255
L 319.0, 1.0, -13.0, 319.0, -14.0, -13.0, 178, 102, 255
L 304.0, 1.0, -13.0, 319.0, 1.0, -13.0, 150, 150, 150
L 150.0, -15.0, 62.0, 149.0, -15.0, 62.0, 102, 255, 102
L 150.0, -19.0, 62.0, 150.0, -17.0, 62.0, 102, 255, 102
L 150.0, -20.0, 62.0, 150.0, -19.0, 62.0, 102, 255, 102
L 147.0, -20.0, 62.0, 150.0, -20.0, 62.0, 102, 255, 102
L 147.0, -18.0, 62.0, 147.0, -20.0, 62.0, 102, 255, 102
L 134.0, -18.0, 62.0, 147.0, -18.0, 62.0, 102, 255, 102
L 134.0, -20.0, 62.0, 134.0, -18.0, 62.0, 102, 255, 102
L 131.0, -20.0, 62.0, 134.0, -20.0, 62.0, 102, 255, 102
L 131.0, -15.0, 62.0, 131.0, -17.0, 62.0, 102, 255, 102
L 149.0, -15.0, 62.0, 146.0, -15.0, 62.0, 102, 255, 102
L 149.0, -15.0, 62.0, 131.0, -15.0, 62.0, 102, 255, 102
L 67.0, 67.0, 62.0, 67.0, 66.0, 62.0, 102, 255, 102
L 54.0, 67.0, 62.0, 67.0, 67.0, 62.0, 102, 255, 102
L 54.0, 46.0, 62.0, 54.0, 67.0, 62.0, 102, 255, 102
L 56.0, 46.0, 62.0, 54.0, 46.0, 62.0, 102, 255, 102
L 56.0, 43.0, 62.0, 56.0, 46.0, 62.0, 102, 255, 102
L 67.0, 43.0, 62.0, 56.0, 43.0, 62.0, 102, 255, 102
L 67.0, 52.0, 62.0, 67.0, 43.0, 62.0, 102, 255, 102
L 71.0, 52.0, 62.0, 69.0, 52.0, 62.0, 102, 255, 102
L 71.0, 44.0, 62.0, 71.0, 52.0, 62.0, 102, 255, 102
L 84.0, 44.0, 62.0, 71.0, 44.0, 62.0, 102, 255, 102
L 84.0, 41.0, 62.0, 84.0, 42.0, 62.0, 102, 255, 102
L 78.0, 41.0, 62.0, 84.0, 41.0, 62.0, 102, 255, 102
L 78.0, 18.0, 62.0, 78.0, 41.0, 62.0, 102, 255, 102
L 83.0, 18.0, 62.0, 78.0, 18.0, 62.0, 102, 255, 102
L 84.0, 18.0, 62.0, 83.0, 18.0, 62.0, 102, 255, 102
L 84.0, 15.0, 62.0, 84.0, 16.0, 62.0, 102, 255, 102
L 83.0, 15.0, 62.0, 84.0, 15.0, 62.0, 102, 255, 102
L 78.0, 15.0, 62.0, 83.0, 15.0, 62.0, 102, 255, 102
L 78.0, -6.0, 62.0, 78.0, 15.0, 62.0, 102, 255, 102
L 78.0, -11.0, 62.0, 78.0, -6.0, 62.0, 102, 255, 102
L 97.0, -11.0, 62.0, 78.0, -11.0, 62.0, 102, 255, 102
L 105.0, -11.0, 62.0, 97.0, -11.0, 62.0, 102, 255, 102
L 105.0, 15.0, 62.0, 105.0, -11.0, 62.0, 102, 255, 102
L 93.0, 15.0, 62.0, 105.0, 15.0, 62.0, 102, 255, 102
L 93.0, 18.0, 62.0, 93.0, 16.0, 62.0, 102, 255, 102
L 165.0, 18.0, 62.0, 93.0, 18.0, 62.0, 102, 255, 102
L 166.0, 18.0, 62.0, 165.0, 18.0, 62.0, 102, 255, 102
L 166.0, 5.0, 62.0, 166.0, 18.0, 62.0, 102, 255, 102
L 165.0, 5.0, 62.0, 166.0, 5.0, 62.0, 102, 255, 102
L 163.0, 5.0, 62.0, 165.0, 5.0, 62.0, 102, 255, 102
L 163.0, 15.0, 62.0, 163.0, 5.0, 62.0, 102, 255, 102
L 110.0, 15.0, 62.0, 163.0, 15.0, 62.0, 102, 255, 102
L 110.0, -15.0, 62.0, 110.0, 15.0, 62.0, 102, 255, 102
L 122.0, -15.0, 62.0, 110.0, -15.0, 62.0, 102, 255, 102
L 122.0, -20.0, 62.0, 122.0, -17.0, 62.0, 102, 255, 102
L 119.0, -20.0, 62.0, 122.0, -20.0, 62.0, 102, 255, 102
L 119.0, -18.0, 62.0, 119.0, -20.0, 62.0, 102, 255, 102
L 106.0, -18.0, 62.0, 119.0, -18.0, 62.0, 102, 255, 102
L 106.0, -19.0, 62.0, 106.0, -18.0, 62.0, 102, 255, 102
L 106.0, -20.0, 62.0, 106.0, -19.0, 62.0, 102, 255, 102
L 104.0, -20.0, 62.0, 106.0, -20.0, 62.0, 102, 255, 102
L 104.0, -43.0, 62.0, 104.0, -20.0, 62.0, 102, 255, 102
L 106.0, -43.0, 62.0, 104.0, -43.0, 62.0, 102, 255, 102
L 106.0, -45.0, 62.0, 106.0, -43.0, 62.0, 102, 255, 102
L 119.0, -45.0, 62.0, 106.0, -45.0, 62.0, 102, 255, 102
L 119.0, -44.0, 62.0, 119.0, -45.0, 62.0, 102, 255, 102
L 119.0, -43.0, 62.0, 119.0, -44.0, 62.0, 102, 255, 102
L 121.0, -43.0, 62.0, 119.0, -43.0, 62.0, 102, 255, 102
L 122.0, -43.0, 62.0, 121.0, -43.0, 62.0, 102, 255, 102
L 122.0, -47.0, 62.0, 122.0, -45.0, 62.0, 102, 255, 102
L 122.0, -48.0, 62.0, 122.0, -47.0, 62.0, 102, 255, 102
L 120.0, -48.0, 62.0, 122.0, -48.0, 62.0, 102, 255, 102
L 120.0, -71.0, 62.0, 120.0, -48.0, 62.0, 102, 255, 102
L 120.0, -72.0, 62.0, 120.0, -71.0, 62.0, 102, 255, 102
L 98.0, -72.0, 62.0, 120.0, -72.0, 62.0, 102, 255, 102
L 97.0, -72.0, 62.0, 98.0, -72.0, 62.0, 102, 255, 102
L 97.0, -71.0, 62.0, 97.0, -72.0, 62.0, 102, 255, 102
L 97.0, -69.0, 62.0, 97.0, -71.0, 62.0, 102, 255, 102
L 115.0, -69.0, 62.0, 97.0, -69.0, 62.0, 102, 255, 102
L 115.0, -48.0, 62.0, 115.0, -69.0, 62.0, 102, 255, 102
L 97.0, -48.0, 62.0, 115.0, -48.0, 62.0, 102, 255, 102
L 97.0, -47.0, 62.0, 97.0, -48.0, 62.0, 102, 255, 102
L 97.0, -44.0, 62.0, 97.0, -47.0, 62.0, 102, 255, 102
L 93.0, -44.0, 62.0, 97.0, -44.0, 62.0, 102, 255, 102
L 93.0, -41.0, 62.0, 93.0, -42.0, 62.0, 102, 255, 102
L 97.0, -41.0, 62.0, 93.0, -41.0, 62.0, 102, 255, 102
L 97.0, -16.0, 62.0, 97.0, -41.0, 62.0, 102, 255, 102
L 71.0, -16.0, 62.0, 97.0, -16.0, 62.0, 102, 255, 102
L 56.0, -16.0, 62.0, 67.0, -16.0, 62.0, 102, 255, 102
L 56.0, -17.0, 62.0, 56.0, -16.0, 62.0, 102, 255, 102
L 56.0, -18.0, 62.0, 56.0, -17.0, 62.0, 102, 255, 102
L 55.0, -18.0, 62.0, 56.0, -18.0, 62.0, 102, 255, 102
L 54.0, -18.0, 62.0, 55.0, -18.0, 62.0, 102, 255, 102
L 54.0, -39.0, 62.0, 54.0, -18.0, 62.0, 102, 255, 102
L 56.0, -39.0, 62.0, 54.0, -39.0, 62.0, 102, 255, 102
L 56.0, -41.0, 62.0, 56.0, -39.0, 62.0, 102, 255, 102
L 67.0, -41.0, 62.0, 56.0, -41.0, 62.0, 102, 255, 102
L 67.0, -33.0, 62.0, 67.0, -41.0, 62.0, 102, 255, 102
L 70.0, -33.0, 62.0, 69.0, -33.0, 62.0, 102, 255, 102
L 71.0, -33.0, 62.0, 70.0, -33.0, 62.0, 102, 255, 102
L 71.0, -41.0, 62.0, 71.0, -33.0, 62.0, 102, 255, 102
L 84.0, -41.0, 62.0, 71.0, -41.0, 62.0, 102, 255, 102
L 84.0, -44.0, 62.0, 84.0, -42.0, 62.0, 102, 255, 102
L 82.0, -44.0, 62.0, 84.0, -44.0, 62.0, 102, 255, 102
L 76.0, -44.0, 62.0, 82.0, -44.0, 62.0, 102, 255, 102
L 76.0, -69.0, 62.0, 76.0, -44.0, 62.0, 102, 255, 102
L 84.0, -69.0, 62.0, 76.0, -69.0, 62.0, 102, 255, 102
L 84.0, -71.0, 62.0, 84.0, -69.0, 62.0, 102, 255, 102
L 84.0, -72.0, 62.0, 84.0, -71.0, 62.0, 102, 255, 102
L 76.0, -72.0, 62.0, 84.0, -72.0, 62.0, 102, 255, 102
L 76.0, -105.0, 62.0, 76.0, -72.0, 62.0, 102, 255, 102
L 122.0, -105.0, 62.0, 76.0, -105.0, 62.0, 102, 255, 102
L 133.0, -105.0, 62.0, 122.0, -105.0, 62.0, 102, 255, 102
L 133.0, -48.0, 62.0, 133.0, -105.0, 62.0, 102, 255, 102
L 131.0, -48.0, 62.0, 133.0, -48.0, 62.0, 102, 255, 102
L 131.0, -43.0, 62.0, 131.0, -45.0, 62.0, 102, 255, 102
L 133.0, -43.0, 62.0, 131.0, -43.0, 62.0, 102, 255, 102
L 134.0, -43.0, 62.0, 133.0, -43.0, 62.0, 102, 255, 102
L 134.0, -45.0, 62.0, 134.0, -43.0, 62.0, 102, 255, 102
L 147.0, -45.0, 62.0, 134.0, -45.0, 62.0, 102, 255, 102
L 147.0, -44.0, 62.0, 147.0, -45.0, 62.0, 102, 255, 102
L 147.0, -43.0, 62.0, 147.0, -44.0, 62.0, 102, 255, 102
L 150.0, -43.0, 62.0, 147.0, -43.0, 62.0, 102, 255, 102
L 150.0, -48.0, 62.0, 150.0, -45.0, 62.0, 102, 255, 102
L 149.0, -48.0, 62.0, 150.0, -48.0, 62.0, 102, 255, 102
L 148.0, -48.0, 62.0, 149.0, -48.0, 62.0, 102, 255, 102
L 136.0, -48.0, 62.0, 148.0, -48.0, 62.0, 102, 255, 102
L 136.0, -89.0, 62.0, 136.0, -48.0, 62.0, 102, 255, 102
L 147.0, -89.0, 62.0, 136.0, -89.0, 62.0, 102, 255, 102
L 147.0, -83.0, 62.0, 147.0, -89.0, 62.0, 102, 255, 102
L 149.0, -83.0, 62.0, 148.0, -83.0, 62.0, 102, 255, 102
L 150.0, -83.0, 62.0, 149.0, -83.0, 62.0, 102, 255, 102
L 150.0, -89.0, 62.0, 150.0, -83.0, 62.0, 102, 255, 102
L 174.0, -89.0, 62.0, 150.0, -89.0, 62.0, 102, 255, 102
L 177.0, -89.0, 62.0, 174.0, -89.0, 62.0, 102, 255, 102
L 177.0, -79.0, 62.0, 177.0, -89.0, 62.0, 102, 255, 102
L 177.0, -62.0, 62.0, 177.0, -79.0, 62.0, 102, 255, 102
L 150.0, -62.0, 62.0, 177.0, -62.0, 62.0, 102, 255, 102
L 150.0, -73.0, 62.0, 150.0, -62.0, 62.0, 102, 255, 102
L 150.0, -74.0, 62.0, 150.0, -73.0, 62.0, 102, 255, 102
L 147.0, -74.0, 62.0, 148.0, -74.0, 62.0, 102, 255, 102
L 147.0, -73.0, 62.0, 147.0, -74.0, 62.0, 102, 255, 102
L 147.0, -59.0, 62.0, 147.0, -73.0, 62.0, 102, 255, 102
L 167.0, -59.0, 62.0, 147.0, -59.0, 62.0, 102, 255, 102
L 167.0, -48.0, 62.0, 167.0, -59.0, 62.0, 102, 255, 102
L 159.0, -48.0, 62.0, 167.0, -48.0, 62.0, 102, 255, 102
L 159.0, -43.0, 62.0, 159.0, -45.0, 62.0, 102, 255, 102
L 161.0, -43.0, 62.0, 159.0, -43.0, 62.0, 102, 255, 102
L 162.0, -43.0, 62.0, 161.0, -43.0, 62.0, 102, 255, 102
L 162.0, -45.0, 62.0, 162.0, -43.0, 62.0, 102, 255, 102
L 211.0, -43.0, 70.0, 211.0, -45.0, 70.0, 102, 255, 102
L 213.0, -43.0, 70.0, 211.0, -43.0, 70.0, 102, 255, 102
L 213.0, -20.0, 70.0, 213.0, -43.0, 70.0, 102, 255, 102
L 211.0, -20.0, 70.0, 213.0, -20.0, 70.0, 102, 255, 102
L 211.0, -18.0, 70.0, 211.0, -20.0, 70.0, 102, 255, 102
L 201.0, -18.0, 70.0, 211.0, -18.0, 70.0, 102, 255, 102
L 201.0, -15.0, 70.0, 201.0, -18.0, 70.0, 102, 255, 102
L 207.0, -15.0, 70.0, 203.0, -15.0, 70.0, 102, 255, 102
L 180.0, -48.0, 70.0, 180.0, -90.0, 70.0, 102, 255, 102
L 215.0, -48.0, 70.0, 180.0, -48.0, 70.0, 102, 255, 102
L 216.0, -48.0, 70.0, 215.0, -48.0, 70.0, 102, 255, 102
L 216.0, -5.0, 70.0, 216.0, -48.0, 70.0, 102, 255, 102
L 215.0, -5.0, 70.0, 216.0, -5.0, 70.0, 102, 255, 102
L 213.0, -5.0, 70.0, 215.0, -5.0, 70.0, 102, 255, 102
L 213.0, -15.0, 70.0, 213.0, -5.0, 70.0, 102, 255, 102
L 203.0, -15.0, 70.0, 201.0, -15.0, 70.0, 102, 255, 102
L 203.0, -15.0, 70.0, 213.0, -15.0, 70.0, 102, 255, 102
L 227.0, 32.0, 70.0, 227.0, 34.0, 70.0, 102, 255, 102
L 228.0, 31.0, 70.0, 227.0, 31.0, 70.0, 102, 255, 102
L 229.0, 31.0, 70.0, 228.0, 31.0, 70.0, 102, 255, 102
L 230.0, 31.0, 70.0, 229.0, 31.0, 70.0, 102, 255, 102
L 230.0, 33.0, 70.0, 230.0, 31.0, 70.0, 102, 255, 102
L 231.0, 33.0, 70.0, 230.0, 33.0, 70.0, 102, 255, 102
L 231.0, 31.0, 70.0, 231.0, 33.0, 70.0, 102, 255, 102
L 233.0, 31.0, 70.0, 231.0, 31.0, 70.0, 102, 255, 102
L 234.0, 31.0, 70.0, 233.0, 31.0, 70.0, 102, 255, 102
L 234.0, 33.0, 70.0, 234.0, 31.0, 70.0, 102, 255, 102
L 275.0, 33.0, 70.0, 234.0, 33.0, 70.0, 102, 255, 102
L 275.0, -36.0, 70.0, 275.0, 33.0, 70.0, 102, 255, 102
L 301.0, -36.0, 70.0, 275.0, -36.0, 70.0, 102, 255, 102
L 302.0, -36.0, 70.0, 301.0, -36.0, 70.0, 102, 255, 102
L 302.0, -35.0, 70.0, 302.0, -36.0, 70.0, 102, 255, 102
L 302.0, -34.0, 70.0, 302.0, -35.0, 70.0, 102, 255, 102
L 302.0, -33.0, 70.0, 302.0, -34.0, 70.0, 102, 255, 102
L 278.0, -33.0, 70.0, 302.0, -33.0, 70.0, 102, 255, 102
L 278.0, -30.0, 70.0, 278.0, -33.0, 70.0, 102, 255, 102
L 278.0, -2.0, 70.0, 278.0, -30.0, 70.0, 102, 255, 102
L 311.0, -2.0, 70.0, 278.0, -2.0, 70.0, 102, 255, 102
L 311.0, -13.0, 70.0, 311.0, -2.0, 70.0, 102, 255, 102
L 311.0, -14.0, 70.0, 311.0, -13.0, 70.0, 102, 255, 102
L 313.0, -14.0, 70.0, 312.0, -14.0, 70.0, 102, 255, 102
L 314.0, -14.0, 70.0, 313.0, -14.0, 70.0, 102, 255, 102
L 314.0, -12.0, 70.0, 314.0, -14.0, 70.0, 102, 255, 102
L 335.0, -12.0, 70.0, 314.0, -12.0, 70.0, 102, 255, 102
L 335.0, -33.0, 70.0, 335.0, -12.0, 70.0, 102, 255, 102
L 314.0, -33.0, 70.0, 335.0, -33.0, 70.0, 102, 255, 102
L 314.0, -24.0, 70.0, 314.0, -33.0, 70.0, 102, 255, 102
L 314.0, -23.0, 70.0, 314.0, -24.0, 70.0, 102, 255, 102
L 311.0, -23.0, 70.0, 312.0, -23.0, 70.0, 102, 255, 102
L 311.0, -35.0, 70.0, 311.0, -23.0, 70.0, 102, 255, 102
L 311.0, -36.0, 70.0, 311.0, -35.0, 70.0, 102, 255, 102
L 317.0, -36.0, 70.0, 311.0, -36.0, 70.0, 102, 255, 102
L 335.0, -36.0, 70.0, 317.0, -36.0, 70.0, 102, 255, 102
L 335.0, -54.0, 70.0, 335.0, -36.0, 70.0, 102, 255, 102
L 335.0, -71.0, 70.0, 335.0, -54.0, 70.0, 102, 255, 102
L 253.0, -71.0, 70.0, 335.0, -71.0, 70.0, 102, 255, 102
L 253.0, -119.0, 70.0, 253.0, -71.0, 70.0, 102, 255, 102
L 227.0, -119.0, 70.0, 253.0, -119.0, 70.0, 102, 255, 102
L 227.0, -127.0, 70.0, 227.0, -119.0, 70.0, 102, 255, 102
L 257.0, -146.0, 73.0, 245.0, -150.0, 72.0, 102, 255, 102
L 267.0, -146.0, 74.0, 257.0, -146.0, 73.0, 102, 255, 102
L 275.0, -154.0, 75.0, 267.0, -146.0, 74.0, 102, 255, 102
L 282.0, -154.0, 76.0, 275.0, -154.0, 75.0, 102, 255, 102
L 282.0, -153.0, 76.0, 282.0, -154.0, 76.0, 102, 255, 102
L 257.0, -157.0, 73.0, 245.0, -163.0, 72.0, 102, 255, 102
L 267.0, -157.0, 74.0, 257.0, -157.0, 73.0, 102, 255, 102
L 275.0, -163.0, 75.0, 267.0, -157.0, 74.0, 102, 255, 102
L 281.0, -163.0, 76.0, 275.0, -163.0, 75.0, 102, 255, 102
L 282.0, -163.0, 76.0, 281.0, -163.0, 76.0, 102, 255, 102
L 282.0, -175.0, 76.0, 282.0, -163.0, 76.0, 102, 255, 102
L 288.0, -181.0, 76.0, 282.0, -175.0, 76.0, 102, 255, 102
L 297.0, -181.0, 76.0, 288.0, -181.0, 76.0, 102, 255, 102
L 300.0, -179.0, 76.0, 297.0, -181.0, 76.0, 102, 255, 102
L 305.0, -173.0, 76.0, 300.0, -179.0, 76.0, 102, 255, 102
L 305.0, -161.0, 76.0, 305.0, -173.0, 76.0, 102, 255, 102
L 311.0, -157.0, 76.0, 305.0, -161.0, 76.0, 102, 255, 102
L 311.0, -148.0, 76.0, 311.0, -157.0, 76.0, 102, 255, 102
L 305.0, -144.0, 76.0, 311.0, -148.0, 76.0, 102, 255, 102
L 297.0, -140.0, 76.0, 305.0, -144.0, 76.0, 102, 255, 102
L 288.0, -140.0, 76.0, 297.0, -140.0, 76.0, 102, 255, 102
L 282.0, -146.0, 76.0, 288.0, -140.0, 76.0, 102, 255, 102
L 282.0, -153.0, 76.0, 282.0, -146.0, 76.0, 102, 255, 102
L 230.0, -155.0, 71.0, 241.0, -163.0, 71.0, 102, 255, 102
L 230.0, -155.0, 71.0, 230.0, -141.0, 70.0, 102, 255, 102
L 227.0, -132.0, 70.0, 227.0, -127.0, 70.0, 102, 255, 102
L 230.0, -132.0, 70.0, 228.0, -132.0, 70.0, 102, 255, 102
L 230.0, -122.0, 71.0, 230.0, -132.0, 70.0, 102, 255, 102
L 255.0, -122.0, 72.0, 230.0, -122.0, 71.0, 102, 255, 102
L 256.0, -122.0, 73.0, 255.0, -122.0, 72.0, 102, 255, 102
L 256.0, -74.0, 73.0, 256.0, -122.0, 73.0, 102, 255, 102
L 265.0, -74.0, 73.0, 256.0, -74.0, 73.0, 102, 255, 102
L 285.0, -74.0, 72.0, 265.0, -74.0, 73.0, 102, 255, 102
L 285.0, -109.0, 72.0, 285.0, -74.0, 72.0, 102, 255, 102
L 286.0, -110.0, 71.0, 285.0, -109.0, 72.0, 102, 255, 102
L 312.0, -110.0, 70.0, 286.0, -110.0, 71.0, 102, 255, 102
L 335.0, -110.0, 70.0, 312.0, -110.0, 70.0, 102, 255, 102
L 335.0, -119.0, 70.0, 335.0, -110.0, 70.0, 102, 255, 102
L 335.0, -120.0, 70.0, 335.0, -119.0, 70.0, 102, 255, 102
L 345.0, -120.0, 70.0, 335.0, -120.0, 70.0, 102, 255, 102
L 346.0, -119.0, 70.0, 345.0, -120.0, 70.0, 102, 255, 102
L 346.0, -110.0, 70.0, 346.0, -119.0, 70.0, 102, 255, 102
L 347.0, -110.0, 70.0, 346.0, -110.0, 70.0, 102, 255, 102
L 348.0, -109.0, 70.0, 347.0, -110.0, 70.0, 102, 255, 102
L 348.0, -108.0, 70.0, 348.0, -109.0, 70.0, 102, 255, 102
L 347.0, -107.0, 70.0, 348.0, -108.0, 70.0, 102, 255, 102
L 324.0, -107.0, 70.0, 347.0, -107.0, 70.0, 102, 255, 102
L 324.0, -95.0, 70.0, 324.0, -107.0, 70.0, 102, 255, 102
L 321.0, -107.0, 70.0, 321.0, -95.0, 70.0, 102, 255, 102
L 288.0, -107.0, 70.0, 321.0, -107.0, 70.0, 102, 255, 102
L 288.0, -74.0, 70.0, 288.0, -107.0, 70.0, 102, 255, 102
L 321.0, -74.0, 70.0, 288.0, -74.0, 70.0, 102, 255, 102
L 321.0, -83.0, 70.0, 321.0, -74.0, 70.0, 102, 255, 102
L 324.0, -74.0, 70.0, 324.0, -84.0, 70.0, 102, 255, 102
L 359.0, -74.0, 70.0, 324.0, -74.0, 70.0, 102, 255, 102
L 359.0, -107.0, 70.0, 359.0, -74.0, 70.0, 102, 255, 102
L 357.0, -107.0, 70.0, 359.0, -107.0, 70.0, 102, 255, 102
L 357.0, -109.0, 70.0, 357.0, -107.0, 70.0, 102, 255, 102
L 357.0, -110.0, 70.0, 357.0, -109.0, 70.0, 102, 255, 102
L 359.0, -110.0, 70.0, 357.0, -110.0, 70.0, 102, 255, 102
L 359.0, -131.0, 70.0, 359.0, -110.0, 70.0, 102, 255, 102
L 324.0, -131.0, 70.0, 359.0, -131.0, 70.0, 102, 255, 102
L 324.0, -120.0, 70.0, 324.0, -131.0, 70.0, 102, 255, 102
L 324.0, -119.0, 70.0, 324.0, -120.0, 70.0, 102, 255, 102
L 312.0, -119.0, 70.0, 324.0, -119.0, 70.0, 102, 255, 102
L 311.0, -119.0, 71.0, 312.0, -119.0, 70.0, 102, 255, 102
L 311.0, -121.0, 71.0, 311.0, -119.0, 71.0, 102, 255, 102
L 311.0, -122.0, 71.0, 311.0, -121.0, 71.0, 102, 255, 102
L 321.0, -122.0, 71.0, 311.0, -122.0, 71.0, 102, 255, 102
L 321.0, -127.0, 71.0, 321.0, -122.0, 71.0, 102, 255, 102
L 317.0, -131.0, 71.0, 321.0, -127.0, 71.0, 102, 255, 102
L 311.0, -131.0, 71.0, 317.0, -131.0, 71.0, 102, 255, 102
L 303.0, -125.0, 71.0, 311.0, -131.0, 71.0, 102, 255, 102
L 286.0, -121.0, 71.0, 303.0, -125.0, 71.0, 102, 255, 102
L 276.0, -115.0, 72.0, 286.0, -121.0, 71.0, 102, 255, 102
L 276.0, -91.0, 72.0, 276.0, -115.0, 72.0, 102, 255, 102
L 265.0, -129.0, 73.0, 265.0, -93.0, 73.0, 102, 255, 102
L 259.0, -135.0, 73.0, 265.0, -129.0, 73.0, 102, 255, 102
L 255.0, -135.0, 72.0, 259.0, -135.0, 73.0, 102, 255, 102
L 248.0, -131.0, 72.0, 255.0, -135.0, 72.0, 102, 255, 102
L 247.0, -132.0, 70.0, 248.0, -131.0, 72.0, 102, 255, 102
L 245.0, -137.0, 70.0, 247.0, -132.0, 70.0, 102, 255, 102
L 241.0, -141.0, 70.0, 245.0, -137.0, 70.0, 102, 255, 102
L 245.0, -150.0, 72.0, 241.0, -141.0, 70.0, 102, 255, 102
L 241.0, -163.0, 71.0, 245.0, -163.0, 72.0, 102, 255, 102
L 227.0, -143.0, 70.0, 227.0, -141.0, 70.0, 102, 255, 102
L 190.0, -143.0, 70.0, 227.0, -143.0, 70.0, 102, 255, 102
L 180.0, -143.0, 70.0, 190.0, -143.0, 70.0, 102, 255, 102
L 180.0, -114.0, 70.0, 180.0, -143.0, 70.0, 102, 255, 102
L 181.0, -114.0, 70.0, 180.0, -114.0, 70.0, 102, 255, 102
L 182.0, -113.0, 70.0, 181.0, -114.0, 70.0, 102, 255, 102
L 182.0, -112.0, 70.0, 182.0, -113.0, 70.0, 102, 255, 102
L 181.0, -111.0, 70.0, 182.0, -112.0, 70.0, 102, 255, 102
L 180.0, -111.0, 70.0, 181.0, -111.0, 70.0, 102, 255, 102
L 180.0, -110.0, 70.0, 180.0, -111.0, 70.0, 102, 255, 102
L 181.0, -110.0, 70.0, 180.0, -110.0, 70.0, 102, 255, 102
L 182.0, -110.0, 70.0, 181.0, -110.0, 70.0, 102, 255, 102
L 182.0, -109.0, 70.0, 182.0, -110.0, 70.0, 102, 255, 102
L 182.0, -107.0, 70.0, 182.0, -108.0, 70.0, 102, 255, 102
L 180.0, -107.0, 70.0, 182.0, -107.0, 70.0, 102, 255, 102
L 180.0, -90.0, 70.0, 180.0, -100.0, 70.0, 102, 255, 102
L 180.0, -90.0, 70.0, 180.0, -107.0, 70.0, 102, 255, 102
L 191.0, -59.0, 70.0, 210.0, -59.0, 70.0, 102, 255, 102
L 191.0, -109.0, 70.0, 191.0, -108.0, 70.0, 102, 255, 102
L 191.0, -110.0, 70.0, 191.0, -109.0, 70.0, 102, 255, 102
L 201.0, -110.0, 70.0, 191.0, -110.0, 70.0, 102, 255, 102
L 201.0, -111.0, 70.0, 201.0, -110.0, 70.0, 102, 255, 102
L 191.0, -111.0, 70.0, 201.0, -111.0, 70.0, 102, 255, 102
L 191.0, -113.0, 70.0, 191.0, -111.0, 70.0, 102, 255, 102
L 191.0, -114.0, 70.0, 191.0, -113.0, 70.0, 102, 255, 102
L 205.0, -114.0, 70.0, 191.0, -114.0, 70.0, 102, 255, 102
L 206.0, -113.0, 70.0, 205.0, -114.0, 70.0, 102, 255, 102
L 206.0, -108.0, 70.0, 206.0, -113.0, 70.0, 102, 255, 102
L 241.0, -108.0, 70.0, 206.0, -108.0, 70.0, 102, 255, 102
L 242.0, -108.0, 70.0, 241.0, -108.0, 70.0, 102, 255, 102
L 242.0, -98.0, 70.0, 242.0, -108.0, 70.0, 102, 255, 102
L 241.0, -97.0, 70.0, 242.0, -98.0, 70.0, 102, 255, 102
L 239.0, -97.0, 70.0, 241.0, -97.0, 70.0, 102, 255, 102
L 239.0, -105.0, 70.0, 239.0, -97.0, 70.0, 102, 255, 102
L 194.0, -105.0, 70.0, 239.0, -105.0, 70.0, 102, 255, 102
L 194.0, -74.0, 70.0, 194.0, -105.0, 70.0, 102, 255, 102
L 224.0, -74.0, 70.0, 194.0, -74.0, 70.0, 102, 255, 102
L 239.0, -74.0, 70.0, 224.0, -74.0, 70.0, 102, 255, 102
L 239.0, -88.0, 70.0, 239.0, -74.0, 70.0, 102, 255, 102
L 241.0, -88.0, 70.0, 239.0, -88.0, 70.0, 102, 255, 102
L 242.0, -88.0, 70.0, 241.0, -88.0, 70.0, 102, 255, 102
L 242.0, -60.0, 70.0, 242.0, -88.0, 70.0, 102, 255, 102
L 301.0, -60.0, 70.0, 242.0, -60.0, 70.0, 102, 255, 102
L 302.0, -60.0, 70.0, 301.0, -60.0, 70.0, 102, 255, 102
L 302.0, -47.0, 70.0, 302.0, -60.0, 70.0, 102, 255, 102
L 264.0, -47.0, 70.0, 302.0, -47.0, 70.0, 102, 255, 102
L 264.0, 19.0, 70.0, 264.0, -47.0, 70.0, 102, 255, 102
L 263.0, 20.0, 70.0, 264.0, 19.0, 70.0, 102, 255, 102
L 234.0, 20.0, 70.0, 263.0, 20.0, 70.0, 102, 255, 102
L 234.0, 22.0, 70.0, 234.0, 20.0, 70.0, 102, 255, 102
L 233.0, 22.0, 70.0, 234.0, 22.0, 70.0, 102, 255, 102
L 231.0, 22.0, 70.0, 233.0, 22.0, 70.0, 102, 255, 102
L 231.0, 12.0, 70.0, 231.0, 22.0, 70.0, 102, 255, 102
L 230.0, 12.0, 70.0, 231.0, 12.0, 70.0, 102, 255, 102
L 230.0, 22.0, 70.0, 230.0, 12.0, 70.0, 102, 255, 102
L 229.0, 22.0, 70.0, 230.0, 22.0, 70.0, 102, 255, 102
